iter	Passed	Remaining
380	3963	6439
381	3974	6429
382	3984	6419
383	3996	6410
384	4006	6400
385	4019	6393
386	4029	6383
387	4041	6374
388	4051	6364
389	4062	6353
390	4072	6343
391	4084	6335
392	4094	6324
393	4106	6315
394	4117	6306
395	4128	6297
396	4140	6289
397	4151	6279
398	4161	6267
399	4170	6255
400	4181	6246
401	4191	6235
402	4201	6223
403	4211	6213
404	4221	6201
405	4231	6190
406	4240	6178
407	4249	6165
408	4259	6155
409	4270	6144
410	4279	6133
411	4290	6122
412	4300	6112
413	4311	6103
414	4321	6092
415	4331	6081
416	4342	6071
417	4351	6058
418	4362	6049
419	4372	6038
420	4382	6027
421	4393	6018
422	4404	6007
423	4415	5997
424	4422	5984
425	4434	5974
426	4446	5966
427	4457	5957
428	4466	5944
429	4474	5931
430	4485	5921
431	4493	5908
432	4503	5897
433	4514	5887
434	4524	5876
435	4533	5864
436	4545	5855
437	4554	5844
438	4565	5834
439	4574	5822
440	4584	5811
441	4593	5799
442	4602	5787
443	4610	5773
444	4618	5760
445	4629	5750
446	4637	5737
447	4647	5726
448	4656	5713
449	4667	5704
450	4676	5692
451	4686	5681
452	4695	5669
453	4705	5658
454	4716	5649
455	4725	5637
456	4735	5626
457	4745	5615
458	4754	5604
459	4765	5594
460	4775	5583
461	4785	5572
462	4794	5561
463	4805	5551
464	4816	5541
465	4827	5531
466	4839	5523
467	4851	5515
468	4862	5505
469	4872	5495
470	4882	5483
471	4892	5473
472	4903	5462
473	4913	5452
474	4924	5442
475	4935	5433
476	4946	5423
477	4957	5413
478	4965	5401
479	4975	5390
480	4985	5378
481	4996	5369
482	5007	5359
483	5017	5348
484	5027	5338
485	5039	5329
486	5049	5319
487	5059	5308
488	5071	5300
489	5083	5290
490	5092	5279
491	5103	5269
492	5114	5260
493	5123	5248
494	5133	5236
495	5142	5225
496	5153	5215
497	5164	5205
498	5174	5195
499	5184	5184
500	5194	5173
501	5203	5161
502	5214	5152
503	5225	5142
504	5236	5132
505	5248	5123
506	5257	5112
507	5268	5102
508	5279	5092
509	5290	5082
510	5300	5072
511	5311	5062
512	5321	5052
513	5332	5042
514	5344	5032
515	5354	5022
516	5366	5013
517	5377	5003
518	5387	4993
519	5398	4982
520	5409	4973
521	5419	4962
522	5428	4951
523	5436	4938
524	5443	4925
525	5449	4910
526	5459	4900
527	5470	4890
528	5480	4879
529	5489	4867
530	5497	4855
531	5508	4845
532	5519	4835
533	5526	4823
534	5534	4810
535	5543	4798
536	5551	4786
537	5559	4774
538	5569	4763
539	5578	4752
540	5589	4742
541	5599	4731
542	5610	4722
543	5622	4712
544	5629	4699
545	5634	4685
546	5643	4673
547	5652	4662
548	5660	4650
549	5668	4638
550	5676	4625
551	5686	4614
552	5694	4603
553	5701	4590
554	5710	4578
555	5719	4567
556	5729	4557
557	5739	4546
558	5749	4536
559	5761	4526
560	5772	4517
561	5784	4508
562	5796	4499
563	5808	4489
564	5818	4479
565	5828	4468
566	5838	4459
567	5849	4449
568	5860	4438
569	5870	4428
570	5881	4418
571	5892	4409
572	5903	4399
573	5913	4388
574	5924	4379
575	5935	4369
576	5947	4360
577	5959	4351
578	5970	4340
579	5982	4332
580	5993	4322
581	6003	4311
582	6013	4301
583	6023	4290
584	6034	4280
585	6045	4270
586	6056	4260
587	6067	4251
588	6076	4240
589	6087	4230
590	6100	4221
591	6110	4211
592	6119	4200
593	6130	4190
594	6141	4180
595	6151	4169
596	6160	4158
597	6171	4148
598	6182	4138
599	6192	4128
600	6202	4118
601	6213	4107
602	6223	4097
603	6232	4086
604	6241	4075
605	6252	4065
606	6262	4054
607	6272	4043
608	6282	4033
609	6292	4023
610	6304	4013
611	6316	4004
612	6327	3994
613	6338	3984
614	6349	3975
615	6360	3965
616	6371	3955
617	6382	3945
618	6393	3935
619	6404	3925
620	6415	3915
621	6426	3905
622	6437	3895
623	6448	3885
624	6459	3875
625	6470	3865
626	6480	3855
627	6490	3844
628	6500	3833
629	6508	3822
630	6517	3811
631	6527	3800
632	6538	3791
633	6550	3781
634	6562	3772
635	6574	3762
636	6584	3752
637	6595	3742
638	6603	3730
639	6613	3720
640	6623	3709
641	6633	3699
642	6643	3688
643	6652	3677
644	6665	3668
645	6676	3658
646	6688	3649
647	6699	3639
648	6712	3630
649	6725	3621
650	6737	3611
651	6748	3601
652	6758	3591
653	6769	3581
654	6781	3572
655	6792	3561
656	6798	3549
657	6808	3538
658	6815	3526
659	6821	3514
660	6827	3501
661	6833	3488
662	6842	3477
663	6852	3467
664	6864	3457
665	6874	3447
666	6885	3437
667	6898	3428
668	6911	3419
669	6923	3410
670	6935	3400
671	6946	3390
672	6958	3381
673	6970	3371
674	6984	3362
675	6996	3353
676	7005	3342
677	7015	3332
678	7026	3321
679	7034	3310
680	7044	3300
681	7054	3289
682	7065	3279
683	7076	3269
684	7086	3258
685	7097	3248
686	7108	3238
687	7116	3227
688	7130	3218
689	7146	3210
690	7159	3201
691	7170	3191
692	7190	3185
693	7200	3174
694	7210	3164
695	7219	3153
696	7229	3142
697	7239	3132
698	7250	3122
699	7261	3112
700	7274	3102
701	7282	3091
702	7293	3081
703	7303	3070
704	7313	3060
705	7324	3050
706	7335	3040
707	7347	3030
708	7358	3020
709	7369	3010
710	7379	2999
711	7391	2989
712	7402	2979
713	7412	2969
714	7422	2958
715	7433	2948
716	7443	2938
717	7454	2927
718	7464	2917
719	7474	2906
720	7485	2896
721	7496	2886
722	7508	2876
723	7518	2866
724	7528	2855
725	7539	2845
726	7550	2835
727	7560	2824
728	7571	2814
729	7583	2804
730	7593	2794
731	7604	2784
732	7615	2773
733	7625	2763
734	7636	2753
735	7647	2743
736	7659	2733
737	7670	2722
738	7681	2712
739	7692	2702
740	7703	2692
741	7713	2681
742	7723	2671
743	7733	2661
744	7745	2651
745	7756	2640
746	7767	2630
747	7778	2620
748	7789	2610
749	7800	2600
750	7811	2589
751	7822	2579
752	7833	2569
753	7844	2559
754	7854	2548
755	7864	2538
756	7874	2527
757	7885	2517
758	7895	2506
759	7906	2496
760	7917	2486
761	7927	2476
762	7937	2465
763	7949	2455
764	7959	2445
765	7971	2435
766	7981	2424
767	7992	2414
768	8004	2404
769	8014	2394
770	8025	2383
771	8035	2373
772	8045	2362
773	8056	2352
774	8066	2341
775	8077	2331
776	8088	2321
777	8099	2311
778	8109	2300
779	8120	2290
780	8131	2280
781	8141	2269
782	8152	2259
783	8163	2249
784	8173	2238
785	8185	2228
786	8195	2218
787	8206	2207
788	8217	2197
789	8229	2187
790	8240	2177
791	8251	2166
792	8261	2156
793	8272	2146
794	8283	2136
795	8294	2125
796	8305	2115
797	8317	2105
798	8328	2095
799	8339	2084
800	8349	2074
801	8360	2063
802	8370	2053
803	8380	2042
804	8390	2032
805	8400	2022
806	8411	2011
807	8422	2001
808	8434	1991
809	8445	1980
810	8454	1970
811	8464	1959
812	8476	1949
813	8487	1939
814	8497	1928
815	8508	1918
816	8519	1908
817	8529	1897
818	8540	1887
819	8553	1877
820	8566	1867
821	8577	1857
822	8588	1847
823	8600	1836
824	8610	1826
825	8620	1815
826	8631	1805
827	8641	1795
828	8653	1784
829	8664	1774
830	8674	1764
831	8684	1753
832	8695	1743
833	8706	1732
834	8717	1722
835	8728	1712
836	8739	1701
837	8749	1691
838	8762	1681
839	8773	1671
840	8783	1660
841	8795	1650
842	8807	1640
843	8817	1629
844	8828	1619
845	8838	1608
846	8848	1598
847	8860	1588
848	8869	1577
849	8880	1567
850	8891	1556
851	8901	1546
852	8911	1535
853	8923	1525
854	8934	1515
855	8944	1504
856	8955	1494
857	8966	1483
858	8976	1473
859	8988	1463
860	8998	1452
861	9008	1442
862	9018	1431
863	9028	1421
864	9039	1410
865	9049	1400
866	9058	1389
867	9070	1379
868	9080	1368
869	9091	1358
870	9101	1348
871	9111	1337
872	9122	1327
873	9132	1316
874	9142	1306
875	9153	1295
876	9164	1285
877	9176	1275
878	9187	1264
879	9199	1254
880	9211	1244
881	9222	1233
882	9234	1223
883	9245	1213
884	9257	1202
885	9267	1192
886	9278	1182
887	9290	1171
888	9300	1161
889	9311	1150
890	9321	1140
891	9330	1129
892	9341	1119
893	9351	1108
894	9360	1098
895	9369	1087
896	9376	1076
897	9385	1066
898	9393	1055
899	9404	1044
900	9412	1034
901	9422	1023
902	9433	1013
903	9441	1002
904	9449	991
905	9457	981
906	9469	970
907	9480	960
908	9491	950
909	9503	939
910	9514	929
911	9525	919
912	9535	908
913	9543	897
914	9553	887
915	9564	877
916	9572	866
917	9584	856
918	9593	845
919	9604	835
920	9614	824
921	9622	814
922	9634	803
923	9644	793
924	9655	782
925	9665	772
926	9678	762
927	9694	752
928	9706	741
929	9717	731
930	9726	720
931	9736	710
932	9747	699
933	9757	689
934	9767	678
935	9777	668
936	9787	658
937	9798	647
938	9810	637
939	9820	626
940	9831	616
941	9843	606
942	9853	595
943	9864	585
944	9874	574
945	9885	564
946	9895	553
947	9906	543
948	9917	532
949	9928	522
950	9939	512
951	9950	501
952	9960	491
953	9971	480
954	9980	470
955	9992	459
956	10003	449
957	10012	438
958	10024	428
959	10035	418
960	10046	407
961	10057	397
962	10068	386
963	10078	376
964	10088	365
965	10099	355
966	10109	345
967	10120	334
968	10131	324
969	10142	313
970	10151	303
971	10162	292
972	10173	282
973	10183	271
974	10193	261
975	10204	250
976	10215	240
977	10225	230
978	10236	219
979	10247	209
980	10257	198
981	10268	188
982	10278	177
983	10289	167
984	10299	156
985	10309	146
986	10319	135
987	10329	125
988	10339	114
989	10349	104
990	10360	94
991	10369	83
992	10378	73
993	10387	62
994	10396	52
995	10404	41
996	10413	31
997	10422	20
998	10432	10
999	10443	0
